노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
수출대로R1-36,,경상북도,구미시,경상북도 구미시 광평동 808-4,경상북도 구미시 공단동 174,36.110803,128.365041,36.110911,128.385206,,0.05,,5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-1,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-2,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-3,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-4,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-5,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-6,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L2-7,,경상북도,구미시,경상북도 구미시 공단동 174,경상북도 구미시 공단동 184-2,36.110857,128.385541,36.110769,128.390789,,0.02,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-1,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-2,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-3,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-4,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-5,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-6,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.05,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R2-7,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 155-1,36.110974,128.390809,36.111031,128.385483,,0.02,,2.2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L3-1,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.110863,128.391051,36.110857,128.392509,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L3-2,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.110863,128.391051,36.110857,128.392509,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L3-3,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.110863,128.391051,36.110857,128.392509,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L3-4,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.110863,128.391051,36.110857,128.392509,,0.04,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R3-1,,경상북도,구미시,경상북도 구미시 공단동 155-1,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R3-2,,경상북도,구미시,경상북도 구미시 공단동 155-1,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R3-3,,경상북도,구미시,경상북도 구미시 공단동 155-1,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R3-4,,경상북도,구미시,경상북도 구미시 공단동 155-1,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.02,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-1,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-2,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-3,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-4,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-5,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-6,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-7,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-8,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-9,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-10,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-11,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-12,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-13,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-14,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-15,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-16,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-17,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-18,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로L4-19,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111032,128.390939,36.111032,128.392419,,0.02,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-1,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-2,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-3,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-4,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-5,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-6,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-7,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-8,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-9,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-10,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-11,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
수출대로R4-12,,경상북도,구미시,경상북도 구미시 공단동 184-2,경상북도 구미시 공단동 184-2,36.111074,128.403035,36.111011,128.392363,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
