auser_ntrs_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pltc_dgnt_cont,ecnm_dgnt_cont,sct_dgnt_cont,lilhd_dgnt_cont,wrld_dgnt_cont,it_dgnt_cont,sprt_dgnt_cont,tv_etmn_dgnt_cont,main_ntrs_cd,info_obtn_site_url,info_obtn_site_subjc_nm
D***4,201903**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,반송동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,,,,,,,스포츠,,경제,https://m.sports.naver.com/news.nhn?oid=144&aid=0000639308,"[인터뷰] 은퇴 배영수 “저, 멋있게 야구한 거 맞죠?…멋있죠?” :: 네이버스포츠"
D***1,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,평택시,세교동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,,,세계,,,,세계,https://n.news.naver.com/article/001/0010798706?ntype=RANKING,나루히토 새 일왕... :: 네이버 뉴스
D***9,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",기타,알뜰폰(MVNO),,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=567079,네이버 스포츠
D***1,201903**,M,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,갈현동,,삼성,KT,,,,,,,,TV연예,스포츠,https://m.entertain.naver.com/series/read?cid=1070611&oid=416&aid=0000242101,[스브수다] 전도연도 어려웠다는 세월호 영화…놓지 못한 이유는 :: 네이버 TV연예
D***6,201903**,M,2,무직,600~699만원,아니오,          ,아파트/ 주상복합,대전,유성구,지족동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kfootball/news/read.nhn?oid=413&aid=0000085731,"[공식발표] 호날두 사인회 취소...주최측, 정말 죄송하다 :: 네이버스포츠"
D***2,201903**,M,4,,,      ,          ,,경북,구미시,비산동,,,,,경제,,,,,,,경제,https://n.news.naver.com/article/020/0003226582,대기업 월급과 비... :: 네이버 뉴스
D***3,201903**,F,5,,,      ,          ,,경기,고양시 일산동구,마두1동,,,,정치,,,,,,,,정치,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002975058,북 “금강산에 남측 낄 자리 없다”…시설물 철거 ‘최후통첩’
D***0,201903**,M,2,,,      ,          ,,경기,하남시,학암동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/022/0003362362,지역별로 천차만... :: 네이버 뉴스
D***9,201903**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,동두천시,생연2동,,삼성,KT,정치,,,,,,,,정치,https://n.news.naver.com/article/449/0000173268,"트럼프·김정은, ... :: 네이버 뉴스"
D***7,201903**,M,5,,,      ,          ,,경남,거제시,고현동,,,,,,사회,,,,,,스포츠,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002471117,"[단독] ‘윤중천, 윤석열 어떻게 알게 됐는지’ 구체적 진술 담겨"
D***8,201903**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부평1동,기타 (승합차/트럭/화물차/기타 차량 등),LG,SKT,,,,,,,,TV연예,TV연예,https://m.entertain.naver.com/read?oid=312&aid=0000391000,"‘안녕하세요’ 김태균, 고민주인공 남편의 한마디에 ‘토끼 눈+입술 질끈’ :: 네이버 TV연예"
D***6,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,의정부시,의정부2동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",LG,LG U+,,경제,,,,,,,경제,https://n.news.naver.com/article/023/0003484927,검단신도시 옆에 4만5000가구 미니신도시
D***7,201903**,M,2,,,      ,          ,,서울,은평구,녹번동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/079/0003222556,의붓딸 살해한 계... :: 네이버 뉴스
D***6,201903**,M,3,,,      ,          ,,경기,부천시 오정구,원종동,,,,정치,,,,,,,,경제,https://n.news.naver.com/article/421/0003977217,"한선교, 사무처 ... :: 네이버 뉴스"
D***9,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,,,,,스포츠,,TV연예,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004035704,"류현진 추격자 소로카, 150km 공에 팔뚝 맞아…2이닝 교체 ERA 2.07 :: 네이버스포츠"
D***7,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,단독주택,충남,연기군,서면,기타 (승합차/트럭/화물차/기타 차량 등),삼성,SKT,정치,,,,,,,,경제,https://n.news.naver.com/article/023/0003458395,"[단독] 軍, 내년 ... :: 네이버 뉴스"
D***6,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,마포구,성산1동,,애플,KT,,,,,세계,,,,사회,https://n.news.naver.com/article/437/0000221644,"[해외 이모저모] 엄마, 뭐해요? 뉴스 중 앵커 찾아온 4살아이"
D***9,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,서울,용산구,서빙고동,"대형차 (제너시스, BMW5급 등)",삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/018/0004374244,진행자가 더 관심... :: 네이버 뉴스
D***5,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,수원시 장안구,정자2동,,삼성,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=018&aid=0004525692&ntype=RANKING&rc=N,`PC방 살인` 김성수 2심서도 징역 30년…동생은 `무죄`
D***3,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,동구,불로동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,정치,,,,,,,,정치,https://n.news.naver.com/article/023/0003459062,[팩트 체크] 文대... :: 네이버 뉴스
D***3,201903**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,연기군,남면,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0002935908&oid=025&sid1=102,"1심 무죄 2심서 뒤집힌 안희정, 오늘 대법 어떤 판단 내릴까"
D***8,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,단독주택,서울,관악구,난곡동,,삼성,SKT,,,,,,,스포츠,,경제,https://m.sports.naver.com/wfootball/news/read.nhn?oid=450&aid=0000055826,"강렬한 존재감 안수 파티, 바르셀로나 1군 생활 지속...발베르데가 희망 :: 네이버스포츠"
D***6,201903**,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,본오동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,SKT,,경제,,,,,,,경제,https://n.news.naver.com/article/055/0000744813,시급 오르면 나 ... :: 네이버 뉴스
D***8,201903**,F,2,,,      ,          ,,부산,부산진구,당감동,,,,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=112&aid=0003172989,"[할리웃POP]엠마 왓슨, 비키니 휴가 포착..정변의 아이콘 :: 네이버 TV연예"
D***0,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,해운대구,우동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0011088653,"경찰, 최악 미제 화성연쇄살인사건 유력 용의자 확인(1보)"
D***4,201903**,F,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,인천,남구,주안6동,,삼성,알뜰폰(MVNO),,,사회,,,,,,스포츠,https://n.news.naver.com/article/011/0003547885,부산 알몸 소화기... :: 네이버 뉴스
D***7,201903**,M,5,기타 ,100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 오정구,원종동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/052/0001314689?ntype=RANKING,[단독] 눈 가리... :: 네이버 뉴스
D***5,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,관저동,"경차 (모닝, 스파크 등)",삼성,LG U+,,,,,세계,,,,경제,https://n.news.naver.com/article/025/0002918830?ntype=RANKING,[속보] 민족사관... :: 네이버 뉴스
D***9,201903**,M,2,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,유성구,반석동,,기타,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/basketball/news/read.nhn?oid=410&aid=0000617420,"NBA, `성폭행 혐의` 루크 월튼 새크라멘토 감독 무혐의 결론 :: 네이버스포츠"
D***3,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,대덕구,대화동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=139&aid=0002111643,"레반테, 이강인 원하는 이유...루벤 가르시아 대체 :: 네이버스포츠"
D***3,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,대덕구,대화동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,KT,,,,,,,,TV연예,스포츠,https://m.entertain.naver.com/ranking/read?oid=468&aid=0000515378&rankingType=default&rankingDate=20190602,"아스달 연대기 김지원, 두 팔 붙잡힌 채 망연자실…눈물 울컥 :: 네이버 TV연예"
D***0,201903**,M,2,,,      ,          ,,경기,김포시,풍무동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",,,,,사회,,,,,,경제,https://m.news.naver.com/read.nhn?oid=214&aid=0000976948&sid1=102&mode=LSD,프로농구 SK 정재홍 숨져…방콕행 아시아나 회항
D***4,201903**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,금암1동,,삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=032&aid=0002936151&sid1=102&mode=LSD,[단독]“아이들 ... :: 네이버 뉴스
D***9,201903**,M,2,,,      ,          ,,서울,송파구,잠실2동,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/009/0004333319,잿더미된 고성·... :: 네이버 뉴스
D***2,201903**,M,3,무직,200~299만원,아니오,          ,단독주택,서울,송파구,가락2동,,삼성,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=410&aid=0000612982,"다저스, 시애틀에서 베테랑 포수 호세 로바톤 영입 :: 네이버스포츠"
D***4,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,수색동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/basketball/news/read.nhn?oid=079&aid=0003256481,"프로농구 LG, 208cm 라렌·맥클린 영입 :: 네이버스포츠"
D***8,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,대구,북구,동변동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&sid1=001&oid=008&aid=0004306456,벌써 들뜬 부산 서울·세종서 문의… 호가도 3000만원 ↑
D***1,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,평거동,,삼성,SKT,,,사회,,,,,,경제,https://m.news.naver.com/read.nhn?aid=0002935061&oid=025&sid1=102,"건물 쓰러뜨리는 괴물 태풍 링링, 7일 오후 수도권 온다"
D***9,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,운중동,"소형SUV/CUV (티볼리, QM3 등)",삼성,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/277/0004499170,저는 어리고 말 ... :: 네이버 뉴스
D***79,201903**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성동구,성수1가2동,"경차 (모닝, 스파크 등)",삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/008/0004199042,유통기한 지난 ... :: 네이버 뉴스
D***85,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,부산,수영구,광안동,,삼성,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=057&aid=0001360429,프로 맞아?…황당 실수에 팬들은 한숨 :: 네이버스포츠
D***12,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,풍납동,"경차 (모닝, 스파크 등)",LG,LG U+,,,,,,,스포츠,,세계,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004067074,"푸이그에 푹 빠진 클리블랜드, 빨간 머리와 FA 계약해야 :: 네이버스포츠"
D***17,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강서구,내발산동,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/018/0004371382,`밀줄 쫙` 한샘학... :: 네이버 뉴스
D***17,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강서구,내발산동,,삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=023&aid=0003453970,"오타니, 아시아 선수 2번째 MLB 사이클링 히트 :: 네이버스포츠"
D***17,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,강서구,내발산동,,삼성,SKT,정치,,,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010768180,단식 8일째 쓰러진 황교안…“일단 고비 넘겼다”
D***66,201903**,M,5,"자영업 (도소매업, 숙박업, 미용업)",100만원 미만,아니오,          ,단독주택,서울,영등포구,신길7동,,삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/008/0004199059,로이킴 아버지의 ... :: 네이버 뉴스
D***01,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,김해시,장유면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",LG,LG U+,,경제,,,,,,,경제,https://n.news.naver.com/article/025/0002920366,경기 안 좋아 휴... :: 네이버 뉴스
D***93,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,하대동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)",애플,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=005&aid=0001207974,"“수면제 먹인 뒤 여고생 성폭행” 前 한화 엄태용, 징역 4년 6개월 :: 네이버스포츠"
D***12,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,구로구,구로5동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,LG U+,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=076&aid=0003423977,"[SC이슈추적] 불펜 폭행 사건 피해자 사건 알리기 싫어서 이미 합의, 악감정 없다 :: 네이버스포츠"
D***27,201903**,M,3,,,      ,          ,,서울,노원구,상계동,,,,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=025&aid=0002938501&sid1=102&date=2019092018&ntype=MEMORANKING,[밀실] 한국남자랑 연애 안해 20대 여성 절반이 탈연애 왜
D***57,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,부산,남구,대연동,,삼성,KT,,,,,,,스포츠,,경제,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=076&aid=0003429746,"[SC줌인]팀타율 꼴찌 한화, 정은원 보는 재미가 전부인가 :: 네이버스포츠"
D***97,201903**,M,4,기타 ,200~299만원,예    ,자녀 있음 ,단독주택,전남,목포시,산정동,,삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004039819,"시즌 최악투 류현진, “안 좋은 상황 다 나와…빨리 잊을 것”[생생인터뷰] :: 네이버스포츠"
D***93,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,범어3동,"경차 (모닝, 스파크 등)",삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=023&aid=0003436356&sid1=102&ntype=MEMORANKING,진보 꼰대에 분... :: 네이버 뉴스
D***38,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,대전,유성구,도룡동,"경차 (모닝, 스파크 등)",삼성,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/023/0003458017,[문득 궁금] 문래... :: 네이버 뉴스
D***72,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,마포구,아현동,,삼성,SKT,,,,,세계,,,,사회,https://n.news.naver.com/article/081/0002997579,[동영상] 해리 왕... :: 네이버 뉴스
